FECHA,Tipo de Cambio,Superior,Regular,Diesel,Bunker,Glp Cilindro 25Lbs.,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
07/Jan/2024,7.82322,  30.47 ,  28.97 ,  29.48 ,  18.99 ,  115.00 ,  4.60 ,,,,
08/Jan/2024,7.81941,  30.47 ,  28.97 ,  29.48 ,  18.99 ,  115.00 ,  4.60 ,,,,
09/Jan/2024,7.81686,  30.47 ,  28.97 ,  29.48 ,  18.99 ,  115.00 ,  4.60 ,,,,
10/Jan/2024,7.82016,  30.47 ,  28.97 ,  29.48 ,  18.99 ,  115.00 ,  4.60 ,,,,
11/Jan/2024,7.81767,  30.47 ,  28.97 ,  29.48 ,  18.99 ,  115.00 ,  4.60 ,,,,
12/Jan/2024,7.82083,  30.47 ,  28.97 ,  29.48 ,  18.99 ,  115.00 ,  4.60 ,,,,
13/Jan/2024,7.82083,  30.47 ,  28.97 ,  29.48 ,  18.99 ,  115.00 ,  4.60 ,,,,
14/Jan/2024,7.82083,  30.47 ,  28.97 ,  29.48 ,  18.99 ,  115.00 ,  4.60 ,,,,
15/Jan/2024,7.81224,  30.29 ,  28.79 ,  28.55 ,  18.49 ,  115.00 ,  4.60 ,,,,
16/Jan/2024,7.81402,  30.29 ,  28.79 ,  28.55 ,  18.49 ,  115.00 ,  4.60 ,,,,
17/Jan/2024,7.81651,  30.29 ,  28.79 ,  28.55 ,  18.49 ,  115.00 ,  4.60 ,,,,
18/Jan/2024,7.81988,  30.29 ,  28.79 ,  28.55 ,  18.49 ,  115.00 ,  4.60 ,,,,
19/Jan/2024,7.81782,  30.29 ,  28.79 ,  28.55 ,  18.49 ,  115.00 ,  4.60 ,,,,
20/Jan/2024,7.81782,  30.29 ,  28.79 ,  28.55 ,  18.49 ,  115.00 ,  4.60 ,,,,
21/Jan/2024,7.81782,  30.29 ,  28.79 ,  28.55 ,  18.49 ,  115.00 ,  4.60 ,,,,
22/Jan/2024,7.81494,  30.90 ,  29.39 ,  29.11 ,  17.99 ,  115.00 ,  4.60 ,,,,
23/Jan/2024,7.81473,  30.90 ,  29.39 ,  29.11 ,  17.99 ,  115.00 ,  4.60 ,,,,
24/Jan/2024,7.81578,  30.90 ,  29.39 ,  29.11 ,  17.99 ,  115.00 ,  4.60 ,,,,
25/Jan/2024,7.81870,  30.90 ,  29.39 ,  29.11 ,  17.99 ,  115.00 ,  4.60 ,,,,
26/Jan/2024,7.81541,  30.90 ,  29.39 ,  29.11 ,  17.99 ,  115.00 ,  4.60 ,,,,
27/Jan/2024,7.81541,  30.90 ,  29.39 ,  29.11 ,  17.99 ,  115.00 ,  4.60 ,,,,
28/Jan/2024,7.81541,  30.90 ,  29.39 ,  29.11 ,  17.99 ,  115.00 ,  4.60 ,,,,
29/Jan/2024,7.81382,  30.97 ,  29.48 ,  29.19 ,  17.99 ,  115.00 ,  4.60 ,,,,
30/Jan/2024,7.81142,  30.97 ,  29.48 ,  29.19 ,  17.99 ,  115.00 ,  4.60 ,,,,
31/Jan/2024,7.81454,  30.97 ,  29.48 ,  29.19 ,  17.99 ,  115.00 ,  4.60 ,,,,
01/Feb/2024,7.81252,  30.97 ,  29.48 ,  29.19 ,  17.99 ,  115.00 ,  4.60 ,,,,
02/Feb/2024,7.81323,  30.97 ,  29.48 ,  29.19 ,  17.99 ,  115.00 ,  4.60 ,,,,
03/Feb/2024,7.81323,  30.97 ,  29.48 ,  29.19 ,  17.99 ,  115.00 ,  4.60 ,,,,
04/Feb/2024,7.81323,  30.97 ,  29.48 ,  29.19 ,  17.99 ,  115.00 ,  4.60 ,,,,
05/Feb/2024,7.81166,  31.46 ,  29.96 ,  30.44 ,  17.99 ,  115.00 ,  4.60 ,,,,
06/Feb/2024,7.81149,  31.46 ,  29.96 ,  30.44 ,  17.99 ,  115.00 ,  4.60 ,,,,
07/Feb/2024,7.81172,  31.46 ,  29.96 ,  30.44 ,  17.99 ,  115.00 ,  4.60 ,,,,
08/Feb/2024,7.81098,  31.46 ,  29.96 ,  30.44 ,  17.99 ,  115.00 ,  4.60 ,,,,
09/Feb/2024,7.80938,  31.46 ,  29.96 ,  30.44 ,  17.99 ,  115.00 ,  4.60 ,,,,
10/Feb/2024,7.80938,  31.46 ,  29.96 ,  30.44 ,  17.99 ,  115.00 ,  4.60 ,,,,
11/Feb/2024,7.80938,  31.46 ,  29.96 ,  30.44 ,  17.99 ,  115.00 ,  4.60 ,,,,
12/Feb/2024,7.80661,  31.47 ,  29.97 ,  30.47 ,  17.49 ,  115.00 ,  4.60 ,,,,
13/Feb/2024,7.80679,  31.47 ,  29.97 ,  30.47 ,  17.49 ,  115.00 ,  4.60 ,,,,
14/Feb/2024,7.80620,  31.47 ,  29.97 ,  30.47 ,  17.49 ,  115.00 ,  4.60 ,,,,
15/Feb/2024,7.80652,  31.47 ,  29.97 ,  30.47 ,  17.49 ,  115.00 ,  4.60 ,,,,
16/Feb/2024,7.81128,  31.47 ,  29.97 ,  30.47 ,  17.49 ,  115.00 ,  4.60 ,,,,
17/Feb/2024,7.81128,  31.47 ,  29.97 ,  30.47 ,  17.49 ,  115.00 ,  4.60 ,,,,
18/Feb/2024,7.81128,  31.47 ,  29.97 ,  30.47 ,  17.49 ,  115.00 ,  4.60 ,,,,
19/Feb/2024,7.80330,  31.97 ,  30.48 ,  30.98 ,  17.69 ,  115.00 ,  4.60 ,,,,
20/Feb/2024,7.81046,  31.97 ,  30.48 ,  30.98 ,  17.69 ,  115.00 ,  4.60 ,,,,
21/Feb/2024,7.81151,  31.97 ,  30.48 ,  30.98 ,  17.69 ,  115.00 ,  4.60 ,,,,
22/Feb/2024,7.81327,  31.97 ,  30.48 ,  30.98 ,  17.69 ,  115.00 ,  4.60 ,,,,
23/Feb/2024,7.81274,  31.97 ,  30.48 ,  30.98 ,  17.69 ,  115.00 ,  4.60 ,,,,
24/Feb/2024,7.81274,  31.97 ,  30.48 ,  30.98 ,  17.69 ,  115.00 ,  4.60 ,,,,
25/Feb/2024,7.81274,  31.97 ,  30.48 ,  30.98 ,  17.69 ,  115.00 ,  4.60 ,,,,
26/Feb/2024,7.80942,  32.45 ,  30.95 ,  30.97 ,  17.89 ,  115.00 ,  4.60 ,,,,
27/Feb/2024,7.81045,  32.45 ,  30.95 ,  30.97 ,  17.89 ,  115.00 ,  4.60 ,,,,
28/Feb/2024,7.81473,  32.45 ,  30.95 ,  30.97 ,  17.89 ,  115.00 ,  4.60 ,,,,
29/Feb/2024,7.81768,  32.45 ,  30.95 ,  30.97 ,  17.89 ,  115.00 ,  4.60 ,,,,
01/Mar/2024,7.81835,  32.45 ,  30.95 ,  30.97 ,  17.89 ,  115.00 ,  4.60 ,,,,
02/Mar/2024,7.81835,  32.45 ,  30.95 ,  30.97 ,  17.89 ,  115.00 ,  4.60 ,,,,
03/Mar/2024,7.81835,  32.45 ,  30.95 ,  30.97 ,  17.89 ,  115.00 ,  4.60 ,,,,
04/Mar/2024,7.80899,  32.89 ,  31.40 ,  30.70 ,  18.09 ,  115.00 ,  4.60 ,,,,
05/Mar/2024,7.80618,  32.89 ,  31.40 ,  30.70 ,  18.09 ,  115.00 ,  4.60 ,,,,
06/Mar/2024,7.81174,  32.89 ,  31.40 ,  30.70 ,  18.09 ,  115.00 ,  4.60 ,,,,
07/Mar/2024,7.80744,  32.89 ,  31.40 ,  30.70 ,  18.09 ,  115.00 ,  4.60 ,,,,
08/Mar/2024,7.80954,  32.89 ,  31.40 ,  30.70 ,  18.09 ,  115.00 ,  4.60 ,,,,
09/Mar/2024,7.80954,  32.89 ,  31.40 ,  30.70 ,  18.09 ,  115.00 ,  4.60 ,,,,
10/Mar/2024,7.80954,  32.89 ,  31.40 ,  30.70 ,  18.09 ,  115.00 ,  4.60 ,,,,
11/Mar/2024,7.80453,  33.42 ,  31.92 ,  30.15 ,  18.29 ,  115.00 ,  4.60 ,,,,
12/Mar/2024,7.80502,  33.42 ,  31.92 ,  30.15 ,  18.29 ,  115.00 ,  4.60 ,,,,
13/Mar/2024,7.80439,  33.42 ,  31.92 ,  30.15 ,  18.29 ,  115.00 ,  4.60 ,,,,
14/Mar/2024,7.80143,  33.42 ,  31.92 ,  30.15 ,  18.29 ,  115.00 ,  4.60 ,,,,
15/Mar/2024,7.80777,  33.42 ,  31.92 ,  30.15 ,  18.29 ,  115.00 ,  4.60 ,,,,
16/Mar/2024,7.80777,  33.42 ,  31.92 ,  30.15 ,  18.29 ,  115.00 ,  4.60 ,,,,
17/Mar/2024,7.80777,  33.42 ,  31.92 ,  30.15 ,  18.29 ,  115.00 ,  4.60 ,,,,
18/Mar/2024,7.80118,  34.46 ,  32.96 ,  29.56 ,  18.89 ,  115.00 ,  4.60 ,,,,
19/Mar/2024,7.79934,  34.46 ,  32.96 ,  29.56 ,  18.89 ,  115.00 ,  4.60 ,,,,
20/Mar/2024,7.79631,  34.46 ,  32.96 ,  29.56 ,  18.89 ,  115.00 ,  4.60 ,,,,
21/Mar/2024,7.79873,  34.46 ,  32.96 ,  29.56 ,  18.89 ,  115.00 ,  4.60 ,,,,
22/Mar/2024,7.80164,  34.46 ,  32.96 ,  29.56 ,  18.89 ,  115.00 ,  4.60 ,,,,
23/Mar/2024,7.80164,  34.46 ,  32.96 ,  29.56 ,  18.89 ,  115.00 ,  4.60 ,,,,
24/Mar/2024,7.80164,  34.46 ,  32.96 ,  29.56 ,  18.89 ,  115.00 ,  4.60 ,,,,
25/Mar/2024,7.79277,  34.95 ,  33.40 ,  29.48 ,  19.59 ,  115.00 ,  4.60 ,,,,
26/Mar/2024,7.79012,  34.95 ,  33.40 ,  29.48 ,  19.59 ,  115.00 ,  4.60 ,,,,
27/Mar/2024,7.79165,  34.95 ,  33.40 ,  29.48 ,  19.59 ,  115.00 ,  4.60 ,,,,
28/Mar/2024,7.79165,  34.95 ,  33.40 ,  29.48 ,  19.59 ,  115.00 ,  4.60 ,,,,
29/Mar/2024,7.79165,  34.95 ,  33.40 ,  29.48 ,  19.59 ,  115.00 ,  4.60 ,,,,
30/Mar/2024,7.79165,  34.95 ,  33.40 ,  29.48 ,  19.59 ,  115.00 ,  4.60 ,,,,
31/Mar/2024,7.79165,  34.95 ,  33.40 ,  29.48 ,  19.59 ,  115.00 ,  4.60 ,,,,
01/Apr/2024,7.79234,  34.98 ,  33.48 ,  29.48 ,  17.89 ,  115.00 ,  4.60 ,,,,
02/Apr/2024,7.78814,  34.98 ,  33.48 ,  29.48 ,  17.89 ,  115.00 ,  4.60 ,,,,
03/Apr/2024,7.79092,  34.98 ,  33.48 ,  29.48 ,  17.89 ,  115.00 ,  4.60 ,,,,
04/Apr/2024,7.78751,  34.98 ,  33.48 ,  29.48 ,  17.89 ,  115.00 ,  4.60 ,,,,
05/Apr/2024,7.78540,  34.98 ,  33.48 ,  29.48 ,  17.89 ,  115.00 ,  4.60 ,,,,
06/Apr/2024,7.78540,  34.98 ,  33.48 ,  29.48 ,  17.89 ,  115.00 ,  4.60 ,,,,
07/Apr/2024,7.78540,  34.98 ,  33.48 ,  29.48 ,  17.89 ,  115.00 ,  4.60 ,,,,
08/Apr/2024,7.78505,  35.64 ,  34.14 ,  30.21 ,  19.59 ,  115.00 ,  4.60 ,,,,
09/Apr/2024,7.77785,  35.64 ,  34.14 ,  30.21 ,  19.59 ,  115.00 ,  4.60 ,,,,
10/Apr/2024,7.78365,  35.64 ,  34.14 ,  30.21 ,  19.59 ,  115.00 ,  4.60 ,,,,
11/Apr/2024,7.78253,  35.64 ,  34.14 ,  30.21 ,  19.59 ,  115.00 ,  4.60 ,,,,
12/Apr/2024,7.77944,  35.64 ,  34.14 ,  30.21 ,  19.59 ,  115.00 ,  4.60 ,,,,
13/Apr/2024,7.77944,  35.64 ,  34.14 ,  30.21 ,  19.59 ,  115.00 ,  4.60 ,,,,
14/Apr/2024,7.77944,  35.64 ,  34.14 ,  30.21 ,  19.59 ,  115.00 ,  4.60 ,,,,
15/Apr/2024,7.77181,  35.68 ,  34.18 ,  30.17 ,  19.29 ,  115.00 ,  4.60 ,,,,
16/Apr/2024,7.77527,  35.68 ,  34.18 ,  30.17 ,  19.29 ,  115.00 ,  4.60 ,,,,
17/Apr/2024,7.77342,  35.68 ,  34.18 ,  30.17 ,  19.29 ,  115.00 ,  4.60 ,,,,
18/Apr/2024,7.77951,  35.68 ,  34.18 ,  30.17 ,  19.29 ,  115.00 ,  4.60 ,,,,
19/Apr/2024,7.77815,  35.68 ,  34.18 ,  30.17 ,  19.29 ,  115.00 ,  4.60 ,,,,
20/Apr/2024,7.77815,  35.68 ,  34.18 ,  30.17 ,  19.29 ,  115.00 ,  4.60 ,,,,
21/Apr/2024,7.77815,  35.68 ,  34.18 ,  30.17 ,  19.29 ,  115.00 ,  4.60 ,,,,
22/Apr/2024,7.77084,  35.17 ,  33.67 ,  29.81 ,  19.89 ,  115.00 ,  4.60 ,,,,
23/Apr/2024,7.77111,  35.17 ,  33.67 ,  29.81 ,  19.89 ,  115.00 ,  4.60 ,,,,
24/Apr/2024,7.78057,  35.17 ,  33.67 ,  29.81 ,  19.89 ,  115.00 ,  4.60 ,,,,
25/Apr/2024,7.77530,  35.17 ,  33.67 ,  29.81 ,  19.89 ,  115.00 ,  4.60 ,,,,
26/Apr/2024,7.77641,  35.17 ,  33.67 ,  29.81 ,  19.89 ,  115.00 ,  4.60 ,,,,
27/Apr/2024,7.77641,  35.17 ,  33.67 ,  29.81 ,  19.89 ,  115.00 ,  4.60 ,,,,
28/Apr/2024,7.77641,  35.17 ,  33.67 ,  29.81 ,  19.89 ,  115.00 ,  4.60 ,,,,
29/Apr/2024,7.77011,  34.51 ,  33.06 ,  29.24 ,  20.19 ,  115.00 ,  4.60 ,,,,
30/Apr/2024,7.77182,  34.51 ,  33.06 ,  29.24 ,  20.19 ,  115.00 ,  4.60 ,,,,
01/May/2024,7.77182,  34.51 ,  33.06 ,  29.24 ,  20.19 ,  115.00 ,  4.60 ,,,,
02/May/2024,7.77320,  34.51 ,  33.06 ,  29.24 ,  20.19 ,  115.00 ,  4.60 ,,,,
03/May/2024,7.77465,  34.51 ,  33.06 ,  29.24 ,  20.19 ,  115.00 ,  4.60 ,,,,
04/May/2024,7.77465,  34.51 ,  33.06 ,  29.24 ,  20.19 ,  115.00 ,  4.60 ,,,,
05/May/2024,7.77465,  34.51 ,  33.06 ,  29.24 ,  20.19 ,  115.00 ,  4.60 ,,,,
06/May/2024,7.76736,  34.17 ,  32.67 ,  28.86 ,  21.69 ,  115.00 ,  4.60 ,,,,
07/May/2024,7.76738,  34.17 ,  32.67 ,  28.86 ,  21.69 ,  115.00 ,  4.60 ,,,,
08/May/2024,7.76697,  34.17 ,  32.67 ,  28.86 ,  21.69 ,  115.00 ,  4.60 ,,,,
09/May/2024,7.76473,  34.17 ,  32.67 ,  28.86 ,  21.69 ,  115.00 ,  4.60 ,,,,
10/May/2024,7.76748,  34.17 ,  32.67 ,  28.86 ,  21.69 ,  115.00 ,  4.60 ,,,,
11/May/2024,7.76748,  34.17 ,  32.67 ,  28.86 ,  21.69 ,  115.00 ,  4.60 ,,,,
12/May/2024,7.76748,  34.17 ,  32.67 ,  28.86 ,  21.69 ,  115.00 ,  4.60 ,,,,
13/May/2024,7.76288,  33.61 ,  32.11 ,  28.30 ,  21.69 ,  115.00 ,  4.60 ,,,,
14/May/2024,7.76071,  33.61 ,  32.11 ,  28.30 ,  21.69 ,  115.00 ,  4.60 ,,,,
15/May/2024,7.76407,  33.61 ,  32.11 ,  28.30 ,  21.69 ,  115.00 ,  4.60 ,,,,
16/May/2024,7.77139,  33.61 ,  32.11 ,  28.30 ,  21.69 ,  115.00 ,  4.60 ,,,,
17/May/2024,7.76584,  33.61 ,  32.11 ,  28.30 ,  21.69 ,  115.00 ,  4.60 ,,,,
18/May/2024,7.76584,  33.61 ,  32.11 ,  28.30 ,  21.69 ,  115.00 ,  4.60 ,,,,
19/May/2024,7.76584,  33.61 ,  32.11 ,  28.30 ,  21.69 ,  115.00 ,  4.60 ,,,,
20/May/2024,7.75929,  33.01 ,  31.51 ,  27.88 ,  21.69 ,  115.00 ,  4.60 ,,,,
21/May/2024,7.76599,  33.01 ,  31.51 ,  27.88 ,  21.69 ,  115.00 ,  4.60 ,,,,
22/May/2024,7.76775,  33.01 ,  31.51 ,  27.88 ,  21.69 ,  115.00 ,  4.60 ,,,,
23/May/2024,7.76412,  33.01 ,  31.51 ,  27.88 ,  21.69 ,  115.00 ,  4.60 ,,,,
24/May/2024,7.77052,  33.01 ,  31.51 ,  27.88 ,  21.69 ,  115.00 ,  4.60 ,,,,
25/May/2024,7.77052,  33.01 ,  31.51 ,  27.88 ,  21.69 ,  115.00 ,  4.60 ,,,,
26/May/2024,7.77052,  33.01 ,  31.51 ,  27.88 ,  21.69 ,  115.00 ,  4.60 ,,,,
27/May/2024,7.76498,  32.88 ,  31.37 ,  27.63 ,  21.69 ,  115.00 ,  4.60 ,,,,
28/May/2024,7.76740,  32.88 ,  31.37 ,  27.63 ,  21.69 ,  115.00 ,  4.60 ,,,,
29/May/2024,7.77129,  32.88 ,  31.37 ,  27.63 ,  21.69 ,  115.00 ,  4.60 ,,,,
30/May/2024,7.76909,  32.88 ,  31.37 ,  27.63 ,  21.69 ,  115.00 ,  4.60 ,,,,
31/May/2024,7.76756,  32.88 ,  31.37 ,  27.63 ,  21.69 ,  115.00 ,  4.60 ,,,,
01/Jun/2024,7.76756,  32.88 ,  31.37 ,  27.63 ,  21.69 ,  115.00 ,  4.60 ,,,,
02/Jun/2024,7.76756,  32.88 ,  31.37 ,  27.63 ,  21.69 ,  115.00 ,  4.60 ,,,,
03/Jun/2024,7.76374,  32.51 ,  31.01 ,  27.31 ,  21.69 ,  115.00 ,  4.60 ,,,,
04/Jun/2024,7.76850,  32.51 ,  31.01 ,  27.31 ,  21.69 ,  115.00 ,  4.60 ,,,,
05/Jun/2024,7.76761,  32.51 ,  31.01 ,  27.31 ,  21.69 ,  115.00 ,  4.60 ,,,,
06/Jun/2024,7.76844,  32.51 ,  31.01 ,  27.31 ,  21.69 ,  115.00 ,  4.60 ,,,,
07/Jun/2024,7.76638,  32.51 ,  31.01 ,  27.31 ,  21.69 ,  115.00 ,  4.60 ,,,,
08/Jun/2024,7.76638,  32.51 ,  31.01 ,  27.31 ,  21.69 ,  115.00 ,  4.60 ,,,,
09/Jun/2024,7.76638,  32.51 ,  31.01 ,  27.31 ,  21.69 ,  115.00 ,  4.60 ,,,,
10/Jun/2024,7.76241,  32.38 ,  30.88 ,  27.18 ,  21.19 ,  115.00 ,  4.60 ,,,,
11/Jun/2024,7.76323,  32.38 ,  30.88 ,  27.18 ,  21.19 ,  115.00 ,  4.60 ,,,,
12/Jun/2024,7.76210,  32.38 ,  30.88 ,  27.18 ,  21.19 ,  115.00 ,  4.60 ,,,,
13/Jun/2024,7.76371,  32.38 ,  30.88 ,  27.18 ,  21.19 ,  115.00 ,  4.60 ,,,,
14/Jun/2024,7.76989,  32.38 ,  30.88 ,  27.18 ,  21.19 ,  115.00 ,  4.60 ,,,,
15/Jun/2024,7.76989,  32.38 ,  30.88 ,  27.18 ,  21.19 ,  115.00 ,  4.60 ,,,,
16/Jun/2024,7.76989,  32.38 ,  30.88 ,  27.18 ,  20.19 ,  115.00 ,  4.60 ,,,,
17/Jun/2024,7.75552,  32.38 ,  30.88 ,  27.56 ,  20.19 ,  115.00 ,  4.60 ,,,,
18/Jun/2024,7.75549,  32.38 ,  30.88 ,  27.56 ,  20.19 ,  115.00 ,  4.60 ,,,,
19/Jun/2024,7.75478,  32.38 ,  30.88 ,  27.56 ,  20.19 ,  115.00 ,  4.60 ,,,,
20/Jun/2024,7.76354,  32.38 ,  30.88 ,  27.56 ,  20.19 ,  115.00 ,  4.60 ,,,,
21/Jun/2024,7.76560,  32.38 ,  30.88 ,  27.56 ,  20.19 ,  115.00 ,  4.60 ,,,,
22/Jun/2024,7.76560,  32.38 ,  30.88 ,  27.56 ,  20.19 ,  115.00 ,  4.60 ,,,,
23/Jun/2024,7.76560,  32.38 ,  30.88 ,  27.56 ,  20.19 ,  115.00 ,  4.60 ,,,,
24/Jun/2024,7.75704,  32.40 ,  30.91 ,  27.68 ,  19.19 ,  115.00 ,  4.60 ,,,,
25/Jun/2024,7.76527,  32.40 ,  30.91 ,  27.68 ,  19.19 ,  110.00 ,  4.40 ,,,,
26/Jun/2024,7.76529,  32.40 ,  30.91 ,  27.68 ,  19.19 ,  110.00 ,  4.40 ,,,,
27/Jun/2024,7.76874,  32.40 ,  30.91 ,  27.68 ,  19.19 ,  110.00 ,  4.40 ,,,,
28/Jun/2024,7.76874,  32.40 ,  30.91 ,  27.68 ,  19.19 ,  110.00 ,  4.40 ,,,,
29/Jun/2024,7.76874,  32.40 ,  30.91 ,  27.68 ,  19.19 ,  110.00 ,  4.40 ,,,,
30/Jun/2024,7.76874,  32.40 ,  30.91 ,  27.68 ,  19.19 ,  110.00 ,  4.40 ,,,,
01/Jul/2024,7.76874,  32.40 ,  30.91 ,  27.68 ,  19.19 ,  110.00 ,  4.40 ,,,,
02/Jul/2024,7.76071,  32.40 ,  30.91 ,  27.68 ,  19.19 ,  110.00 ,  4.40 ,,,,
03/Jul/2024,7.76488,  32.67 ,  31.17 ,  28.53 ,  19.19 ,  110.00 ,  4.40 ,,,,
04/Jul/2024,7.76514,  32.67 ,  31.17 ,  28.53 ,  19.19 ,  110.00 ,  4.40 ,,,,
05/Jul/2024,7.76235,  32.67 ,  31.17 ,  28.53 ,  19.19 ,  110.00 ,  4.40 ,,,,
06/Jul/2024,7.76235,  32.67 ,  31.17 ,  28.53 ,  19.19 ,  110.00 ,  4.40 ,,,,
07/Jul/2024,7.76235,  32.67 ,  31.17 ,  28.53 ,  19.19 ,  110.00 ,  4.40 ,,,,
08/Jul/2024,7.75548,  32.68 ,  31.17 ,  28.16 ,  19.19 ,  110.00 ,  4.40 ,,,,
09/Jul/2024,7.75396,  32.68 ,  31.17 ,  28.16 ,  19.19 ,  110.00 ,  4.40 ,,,,
10/Jul/2024,7.75632,  32.68 ,  31.17 ,  28.16 ,  19.19 ,  110.00 ,  4.40 ,,,,
11/Jul/2024,7.76475,  32.68 ,  31.17 ,  28.16 ,  19.19 ,  110.00 ,  4.40 ,,,,
12/Jul/2024,7.75719,  32.68 ,  31.17 ,  28.16 ,  19.19 ,  110.00 ,  4.40 ,,,,
13/Jul/2024,7.75719,  32.68 ,  31.17 ,  28.16 ,  19.19 ,  110.00 ,  4.40 ,,,,
14/Jul/2024,7.75719,  32.68 ,  31.17 ,  28.16 ,  19.19 ,  110.00 ,  4.40 ,,,,
15/Jul/2024,7.74966,  33.23 ,  31.73 ,  28.55 ,  19.19 ,  110.00 ,  4.40 ,,,,
16/Jul/2024,7.74930,  33.23 ,  31.73 ,  28.55 ,  19.19 ,  110.00 ,  4.40 ,,,,
17/Jul/2024,7.75223,  33.23 ,  31.73 ,  28.55 ,  19.19 ,  110.00 ,  4.40 ,,,,
18/Jul/2024,7.75657,  33.23 ,  31.73 ,  28.55 ,  19.19 ,  110.00 ,  4.40 ,,,,
19/Jul/2024,7.75590,  33.23 ,  31.73 ,  28.55 ,  19.19 ,  110.00 ,  4.40 ,,,,
20/Jul/2024,7.75590,  33.23 ,  31.73 ,  28.55 ,  19.19 ,  110.00 ,  4.40 ,,,,
21/Jul/2024,7.75590,  33.23 ,  31.73 ,  28.55 ,  19.19 ,  110.00 ,  4.40 ,,,,
22/Jul/2024,7.74805,  32.79 ,  31.29 ,  28.09 ,  19.19 ,  110.00 ,  4.40 ,,,,
23/Jul/2024,7.75022,  32.79 ,  31.29 ,  28.09 ,  19.19 ,  110.00 ,  4.40 ,,,,
24/Jul/2024,7.74953,  32.79 ,  31.29 ,  28.09 ,  19.19 ,  110.00 ,  4.40 ,,,,
25/Jul/2024,7.74970,  32.79 ,  31.29 ,  28.09 ,  19.19 ,  110.00 ,  4.40 ,,,,
26/Jul/2024,7.74973,  32.79 ,  31.29 ,  28.09 ,  19.19 ,  110.00 ,  4.40 ,,,,
27/Jul/2024,7.74973,  32.79 ,  31.29 ,  28.09 ,  19.19 ,  110.00 ,  4.40 ,,,,
28/Jul/2024,7.74973,  32.79 ,  31.29 ,  28.09 ,  19.19 ,  110.00 ,  4.40 ,,,,
29/Jul/2024,7.74729,  32.63 ,  31.13 ,  27.93 ,  19.19 ,  110.00 ,  4.40 ,,,,
30/Jul/2024,7.74698,  32.63 ,  31.13 ,  27.93 ,  19.19 ,  110.00 ,  4.40 ,,,,
31/Jul/2024,,  32.63 ,  31.13 ,  27.93 ,  19.19 ,  110.00 ,  4.40 ,,,,
01/Aug/2024,,  32.63 ,  31.13 ,  27.93 ,  19.19 ,  110.00 ,  4.40 ,,,,
